ideGeracaoFonte,nomFonteGeracao,mdaEnergiaDespachadaGWh,mesReferencia,anoReferencia,dthProcessamento
1154,Gas Natural,374.3396700000,8,2009,
1155,Carvao,435.9531000000,8,2009,
1156,Eolicas,46.6175900000,8,2009,
1157,Biomassas,8.9517900000,8,2009,
1158,Nuclear,484.6390700000,8,2009,
1159,Residuos Processos Industriais,178.8624800000,8,2009,
1160,Energia produzida fora do SIN,1210.1414650000,8,2009,
1161,Hidreletricas exclusive Itaipu,27800.3959900000,9,2009,
1162,Itaipu,7012.4862000000,9,2009,
1163,Oleo Diesel / Combustivel,1.0092800000,9,2009,
1164,Gas Natural,378.1143700000,9,2009,
1165,Carvao,305.7507400000,9,2009,
1166,Eolicas,71.7346300000,9,2009,
1167,Biomassas,3.6726500000,9,2009,
1168,Nuclear,1161.9868700000,9,2009,
1169,Residuos Processos Industriais,170.2417800000,9,2009,
1170,Energia produzida fora do SIN,1207.3190080000,9,2009,
1171,Hidreletricas exclusive Itaipu,29161.0482399556,10,2009,
1172,Itaipu,6964.8633138452,10,2009,
1173,Oleo Diesel / Combustivel,81.9132247031,10,2009,
1174,Gas Natural,359.4970078108,10,2009,
1175,Carvao,390.6588290100,10,2009,
1176,Eolicas,89.8308544915,10,2009,
1177,Biomassas,0E-10,10,2009,
1178,Nuclear,1069.8782718139,10,2009,
1179,Residuos Processos Industriais,141.1351030545,10,2009,
1180,Energia produzida fora do SIN,1229.3535110000,10,2009,
1181,Hidreletricas exclusive Itaipu,29758.0913100000,11,2009,
1182,Itaipu,6849.5399100000,11,2009,
1183,Oleo Diesel / Combustivel,171.5369000000,11,2009,
1184,Gas Natural,231.7614700000,11,2009,
1185,Carvao,379.8722800000,11,2009,
1186,Eolicas,92.1416100000,11,2009,
1187,Biomassas,0E-10,11,2009,
1188,Nuclear,1178.6812700000,11,2009,
1189,Residuos Processos Industriais,166.7432600000,11,2009,
1190,Energia produzida fora do SIN,1072.2655330000,11,2009,
1191,Hidreletricas exclusive Itaipu,30675.1359500000,12,2009,
1192,Itaipu,6084.5897900000,12,2009,
1193,Oleo Diesel / Combustivel,136.2228400000,12,2009,
1194,Gas Natural,275.7884700000,12,2009,
1195,Carvao,384.0270200000,12,2009,
1196,Eolicas,88.0796300000,12,2009,
1197,Biomassas,0E-10,12,2009,
1198,Nuclear,1332.2266400000,12,2009,
1199,Residuos Processos Industriais,209.3707500000,12,2009,
1200,Energia produzida fora do SIN,993.4082180000,12,2009,
1201,Hidreletricas exclusive Itaipu,32138.6849205597,1,2010,
1202,Itaipu,5448.3344800000,1,2010,
1203,Oleo Diesel / Combustivel,121.1933598840,1,2010,
1204,Gas Natural,377.4283800000,1,2010,
1205,Carvao,397.8082500000,1,2010,
1206,Eolicas,72.3182600000,1,2010,
1207,Biomassas,0E-10,1,2010,
1208,Nuclear,1463.6460500000,1,2010,
1209,Residuos Processos Industriais,270.0314000000,1,2010,
1210,Energia produzida fora do SIN,846.7299300000,1,2010,
1211,Hidreletricas exclusive Itaipu,30305.0571225595,2,2010,
1212,Itaipu,5119.1596479315,2,2010,
1213,Oleo Diesel / Combustivel,114.5101187648,2,2010,
1214,Gas Natural,778.3632475744,2,2010,
1215,Carvao,420.7516882440,2,2010,
1216,Eolicas,99.0686645535,2,2010,
1217,Biomassas,0E-10,2,2010,
1218,Nuclear,1279.6593454761,2,2010,
1219,Residuos Processos Industriais,227.5561320386,2,2010,
1220,Energia produzida fora do SIN,787.5762170000,2,2010,
1221,Hidreletricas exclusive Itaipu,33344.6386200000,3,2010,
1222,Itaipu,5948.7982000000,3,2010,
1223,Oleo Diesel / Combustivel,159.6169600000,3,2010,
1224,Gas Natural,630.7336900000,3,2010,
1225,Carvao,459.6416300000,3,2010,
1226,Eolicas,100.8452000000,3,2010,
1227,Biomassas,0E-10,3,2010,
1228,Nuclear,1464.7094800000,3,2010,
1229,Residuos Processos Industriais,156.5059000000,3,2010,
1230,Energia produzida fora do SIN,941.2144050000,3,2010,
1231,Hidreletricas exclusive Itaipu,30309.7276400000,4,2010,
1232,Itaipu,5719.5478800000,4,2010,
1233,Oleo Diesel / Combustivel,162.9173000000,4,2010,
1234,Gas Natural,594.5683800000,4,2010,
1235,Carvao,392.6325700000,4,2010,
1236,Eolicas,56.8186990000,4,2010,
1237,Biomassas,0E-10,4,2010,
1238,Nuclear,1130.2844700000,4,2010,
1239,Residuos Processos Industriais,153.8066700000,4,2010,
1240,Energia produzida fora do SIN,854.0900090000,4,2010,
1241,Hidreletricas exclusive Itaipu,29270.7107500000,5,2010,
1242,Itaipu,6472.9997000000,5,2010,
1243,Oleo Diesel / Combustivel,175.4309300000,5,2010,
1244,Gas Natural,1257.9088500000,5,2010,
1245,Carvao,463.8951100000,5,2010,
1246,Eolicas,79.3397132754,5,2010,
1247,Biomassas,11.8122200000,5,2010,
1248,Nuclear,1275.0117500000,5,2010,
1249,Residuos Processos Industriais,171.3976500000,5,2010,
1250,Energia produzida fora do SIN,948.2593670000,5,2010,
1251,Hidreletricas exclusive Itaipu,26220.3951600000,6,2010,
1252,Itaipu,6887.9591500000,6,2010,
1253,Oleo Diesel / Combustivel,263.6582100000,6,2010,
1254,Gas Natural,2143.1610900000,6,2010,
1255,Carvao,511.1869600000,6,2010,
1256,Eolicas,99.3386100000,6,2010,
1257,Biomassas,13.3396000000,6,2010,
1258,Nuclear,1424.9280700000,6,2010,
1259,Residuos Processos Industriais,164.7802700000,6,2010,
1260,Energia produzida fora do SIN,911.5765420000,6,2010,
1261,Hidreletricas exclusive Itaipu,28097.7447200000,7,2010,
1262,Itaipu,7239.8465900000,7,2010,
1263,Oleo Diesel / Combustivel,269.8364600000,7,2010,
1264,Gas Natural,2061.0352400000,7,2010,
1265,Carvao,425.9921300000,7,2010,
1266,Eolicas,96.5287900000,7,2010,
1267,Biomassas,29.0952900000,7,2010,
1268,Nuclear,1222.6724300000,7,2010,
1269,Residuos Processos Industriais,182.5485000000,7,2010,
1270,Energia produzida fora do SIN,916.0611180000,7,2010,
1271,Hidreletricas exclusive Itaipu,26933.1752100000,8,2010,
1272,Itaipu,6963.7735100000,8,2010,
1273,Oleo Diesel / Combustivel,414.8265900000,8,2010,
1274,Gas Natural,3514.0127700000,8,2010,
1275,Carvao,602.8839200000,8,2010,
1276,Eolicas,138.8592500000,8,2010,
1277,Biomassas,45.1923300000,8,2010,
1278,Nuclear,1072.6961700000,8,2010,
1279,Residuos Processos Industriais,215.7135200000,8,2010,
1280,Energia produzida fora do SIN,976.8206650000,8,2010,
1281,Hidreletricas exclusive Itaipu,25876.2616500000,9,2010,
1282,Itaipu,6553.4789900000,9,2010,
1283,Oleo Diesel / Combustivel,471.4530800000,9,2010,
1284,Gas Natural,4060.3727100000,9,2010,
1285,Carvao,615.2225100000,9,2010,
1286,Eolicas,175.4361500000,9,2010,
1287,Biomassas,48.0869000000,9,2010,
1288,Nuclear,1332.3226200000,9,2010,
1289,Residuos Processos Industriais,235.7263300000,9,2010,
1290,Energia produzida fora do SIN,983.4203370000,9,2010,
1291,Hidreletricas exclusive Itaipu,26761.3282975976,10,2010,
1292,Itaipu,7210.0657453745,10,2010,
1293,Oleo Diesel / Combustivel,327.8147297007,10,2010,
1294,Gas Natural,3658.1072438511,10,2010,
1295,Carvao,582.9712605791,10,2010,
1296,Eolicas,128.0519133935,10,2010,
1297,Biomassas,56.3772716760,10,2010,
1298,Nuclear,1123.8898201139,10,2010,
1299,Residuos Processos Industriais,260.9727780376,10,2010,
1300,Energia produzida fora do SIN,992.3654760000,10,2010,
1301,Hidreletricas exclusive Itaipu,26205.1949500000,11,2010,
1302,Itaipu,7354.9415600000,11,2010,
1303,Oleo Diesel / Combustivel,409.8369200000,11,2010,
1304,Gas Natural,3871.0612100000,11,2010,
1305,Carvao,666.7968500000,11,2010,
1306,Eolicas,141.0564800000,11,2010,
1307,Biomassas,44.1174100000,11,2010,
1308,Nuclear,434.4362500000,11,2010,
1309,Residuos Processos Industriais,236.1855600000,11,2010,
1310,Energia produzida fora do SIN,937.0913940000,11,2010,
1311,Hidreletricas exclusive Itaipu,28833.6614900000,12,2010,
1312,Itaipu,7558.4286900000,12,2010,
1313,Oleo Diesel / Combustivel,281.4378100000,12,2010,
1314,Gas Natural,2430.0938200000,12,2010,
1315,Carvao,583.6962100000,12,2010,
1316,Eolicas,113.2806000000,12,2010,
1317,Biomassas,17.1625500000,12,2010,
1318,Nuclear,1289.3259000000,12,2010,
1319,Residuos Processos Industriais,202.5068800000,12,2010,
1320,Energia produzida fora do SIN,911.1920490000,12,2010,
1321,Hidreletricas exclusive Itaipu,31155.2493100000,1,2011,
1322,Itaipu,7625.4394900000,1,2011,
1323,Oleo Diesel / Combustivel,182.6373900000,1,2011,
1324,Gas Natural,897.5808900000,1,2011,
1325,Carvao,390.3426500000,1,2011,
1326,Eolicas,62.6826500000,1,2011,
1327,Biomassas,0E-10,1,2011,
1328,Nuclear,1378.3462200000,1,2011,
1329,Residuos Processos Industriais,262.6554900000,1,2011,
1330,Energia produzida fora do SIN,814.0982020000,1,2011,
1331,Hidreletricas exclusive Itaipu,29905.0664627976,2,2011,
1332,Itaipu,6816.0866247470,2,2011,
1333,Oleo Diesel / Combustivel,130.2491952083,2,2011,
1334,Gas Natural,868.5810307440,2,2011,
1335,Carvao,470.9208938690,2,2011,
1336,Eolicas,55.1768564136,2,2011,
1337,Biomassas,0E-10,2,2011,
1338,Nuclear,1197.3479703125,2,2011,
1339,Residuos Processos Industriais,288.9453793452,2,2011,
1340,Energia produzida fora do SIN,702.3432130000,2,2011,
1341,Hidreletricas exclusive Itaipu,32775.9607531296,3,2011,
1342,Itaipu,6465.8725900000,3,2011,
1343,Oleo Diesel / Combustivel,141.3123100000,3,2011,
1344,Gas Natural,816.9962800000,3,2011,
1345,Carvao,272.1928500000,3,2011,
1346,Eolicas,70.6679000000,3,2011,
1347,Biomassas,0.0004200000,3,2011,
1348,Nuclear,1373.3506700000,3,2011,
1349,Residuos Processos Industriais,350.8491200000,3,2011,
1350,Energia produzida fora do SIN,784.0525830000,3,2011,
1351,Hidreletricas exclusive Itaipu,31416.4736400000,4,2011,
1352,Itaipu,6343.5638000000,4,2011,
1353,Oleo Diesel / Combustivel,174.0150200000,4,2011,
1354,Gas Natural,445.9357900000,4,2011,
1355,Carvao,317.2153000000,4,2011,
1356,Eolicas,37.2038200000,4,2011,
1357,Biomassas,0.5393600000,4,2011,
1358,Nuclear,1209.2630100000,4,2011,
1359,Residuos Processos Industriais,391.9670700000,4,2011,
1360,Energia produzida fora do SIN,724.8395130000,4,2011,
1361,Hidreletricas exclusive Itaipu,29781.4920200000,5,2011,
1362,Itaipu,7414.5804200000,5,2011,
1363,Oleo Diesel / Combustivel,281.6520500000,5,2011,
1364,Gas Natural,925.6388100000,5,2011,
1365,Carvao,442.5698600000,5,2011,
1366,Eolicas,56.8602400000,5,2011,
1367,Biomassas,32.3686400000,5,2011,
1368,Nuclear,1227.1066100000,5,2011,
1369,Residuos Processos Industriais,333.9536000000,5,2011,
1370,Energia produzida fora do SIN,773.2710670000,5,2011,
1371,Hidreletricas exclusive Itaipu,27898.1643000000,6,2011,
1372,Itaipu,7137.6585900000,6,2011,
1373,Oleo Diesel / Combustivel,288.4949000000,6,2011,
1374,Gas Natural,1347.1432700000,6,2011,
1375,Carvao,532.7599000000,6,2011,
1376,Eolicas,100.5380200000,6,2011,
1377,Biomassas,43.1631800000,6,2011,
1378,Nuclear,1412.6515500000,6,2011,
1379,Residuos Processos Industriais,327.9480300000,6,2011,
1380,Energia produzida fora do SIN,744.0150460000,6,2011,
1381,Hidreletricas exclusive Itaipu,29306.5941400000,7,2011,
1382,Itaipu,7408.4670700000,7,2011,
1383,Oleo Diesel / Combustivel,295.3966900000,7,2011,
1384,Gas Natural,1378.4633700000,7,2011,
1385,Carvao,485.0373700000,7,2011,
1386,Eolicas,130.7658000000,7,2011,
1387,Biomassas,46.0836000000,7,2011,
1388,Nuclear,1422.9370200000,7,2011,
1389,Residuos Processos Industriais,264.0940800000,7,2011,
1390,Energia produzida fora do SIN,757.4266070000,7,2011,
1391,Hidreletricas exclusive Itaipu,31289.7137300000,8,2011,
1392,Itaipu,7244.9200300000,8,2011,
1393,Oleo Diesel / Combustivel,324.3602800000,8,2011,
1394,Gas Natural,1217.3902100000,8,2011,
1395,Carvao,482.2763800000,8,2011,
1396,Eolicas,213.6417800000,8,2011,
1397,Biomassas,35.9182900000,8,2011,
1398,Nuclear,1221.9417000000,8,2011,
1399,Residuos Processos Industriais,341.5775600000,8,2011,
1400,Energia produzida fora do SIN,785.9981680000,8,2011,
1401,Hidreletricas exclusive Itaipu,30623.2678900000,9,2011,
1402,Itaipu,6606.5827700000,9,2011,
1403,Oleo Diesel / Combustivel,343.3969000000,9,2011,
1404,Gas Natural,1059.4282400000,9,2011,
1405,Carvao,436.8407500000,9,2011,
1406,Eolicas,215.1934500000,9,2011,
1407,Biomassas,21.0072800000,9,2011,
1408,Nuclear,1152.7734700000,9,2011,
1409,Residuos Processos Industriais,289.8382000000,9,2011,
1410,Energia produzida fora do SIN,741.6399630000,9,2011,
1411,Hidreletricas exclusive Itaipu,30740.8546120787,10,2011,
1412,Itaipu,6930.9016353079,10,2011,
1413,Oleo Diesel / Combustivel,342.3174796522,10,2011,
1414,Gas Natural,1476.6470467888,10,2011,
1415,Carvao,602.9245902746,10,2011,
1416,Eolicas,236.3865263773,10,2011,
1417,Biomassas,5.1171545862,10,2011,
1418,Nuclear,1181.5532286109,10,2011,
1419,Residuos Processos Industriais,246.0977230826,10,2011,
1420,Energia produzida fora do SIN,769.9284040000,10,2011,
1421,Hidreletricas exclusive Itaipu,29819.6506900000,11,2011,
1422,Itaipu,6748.0815800000,11,2011,
1423,Oleo Diesel / Combustivel,305.4980000000,11,2011,
1424,Gas Natural,1400.4524700000,11,2011,
1425,Carvao,623.6666700000,11,2011,
1426,Eolicas,264.0505000000,11,2011,
1427,Biomassas,4.8258800000,11,2011,
1428,Nuclear,1409.7798200000,11,2011,
1429,Residuos Processos Industriais,272.0165500000,11,2011,
1430,Energia produzida fora do SIN,753.8977330000,11,2011,
1431,Hidreletricas exclusive Itaipu,31189.5167900000,12,2011,
1432,Itaipu,7275.2623700000,12,2011,
1433,Oleo Diesel / Combustivel,306.1863300000,12,2011,
1434,Gas Natural,1405.6438900000,12,2011,
1435,Carvao,620.0476900000,12,2011,
1436,Eolicas,246.0248400000,12,2011,
1437,Biomassas,4.0327500000,12,2011,
1438,Nuclear,1471.8757200000,12,2011,
1439,Residuos Processos Industriais,255.1303200000,12,2011,
1440,Energia produzida fora do SIN,728.4861570000,12,2011,
1441,Hidreletricas exclusive Itaipu,32027.1391200000,1,2012,
1442,Itaipu,7589.8416000000,1,2012,
1443,Oleo Diesel / Combustivel,145.6380000000,1,2012,
1444,Gas Natural,769.3108800000,1,2012,
1445,Carvao,557.6131200000,1,2012,
1446,Eolicas,264.1125600000,1,2012,
1447,Biomassas,3.5712000000,1,2012,
1448,Nuclear,1409.7237600000,1,2012,
1449,Residuos Processos Industriais,239.0546400000,1,2012,
1450,Energia produzida fora do SIN,828.6670000000,1,2012,
1451,Hidreletricas exclusive Itaipu,31803.9467900000,2,2012,
1452,Itaipu,7566.0633600000,2,2012,
1453,Oleo Diesel / Combustivel,149.5413500000,2,2012,
1454,Gas Natural,1141.0099100000,2,2012,
1455,Carvao,481.4806300000,2,2012,
1456,Eolicas,185.0116800000,2,2012,
1457,Biomassas,4.9138500000,2,2012,
1458,Nuclear,1160.9859300000,2,2012,
1459,Residuos Processos Industriais,235.2235600000,2,2012,
1460,Energia produzida fora do SIN,828.6670000000,2,2012,
1461,Hidreletricas exclusive Itaipu,35101.8009600000,3,2012,
1462,Itaipu,7501.0005600000,3,2012,
1463,Oleo Diesel / Combustivel,139.3512000000,3,2012,
1464,Gas Natural,1801.5290400000,3,2012,
1465,Carvao,571.7044800000,3,2012,
1466,Eolicas,173.5752000000,3,2012,
1467,Biomassas,0.3571200000,3,2012,
1468,Nuclear,512.8987200000,3,2012,
1469,Residuos Processos Industriais,274.8410400000,3,2012,
1470,Energia produzida fora do SIN,828.6670000000,3,2012,
1471,Hidreletricas exclusive Itaipu,29183.0964000000,4,2012,
1472,Itaipu,7736.8188000000,4,2012,
1473,Oleo Diesel / Combustivel,161.0960000000,4,2012,
1474,Gas Natural,3124.9008000000,4,2012,
1475,Carvao,517.2696000000,4,2012,
1476,Eolicas,184.9608000000,4,2012,
1477,Biomassas,34.4376000000,4,2012,
1478,Nuclear,1406.7648000000,4,2012,
1479,Residuos Processos Industriais,256.1040000000,4,2012,
1480,Energia produzida fora do SIN,1203.3330000000,4,2012,
1481,Hidreletricas exclusive Itaipu,28403.1151200000,5,2012,
1482,Itaipu,7982.2644000000,5,2012,
1483,Oleo Diesel / Combustivel,137.9971200000,5,2012,
1484,Gas Natural,3096.3196800000,5,2012,
1485,Carvao,543.2390400000,5,2012,
1486,Eolicas,215.2540800000,5,2012,
1487,Biomassas,72.0787200000,5,2012,
1488,Nuclear,1476.5572800000,5,2012,
1489,Residuos Processos Industriais,184.8319200000,5,2012,
1490,Energia produzida fora do SIN,1203.3330000000,5,2012,
1491,Hidreletricas exclusive Itaipu,27242.8224000000,6,2012,
1492,Itaipu,8180.6520000000,6,2012,
1493,Oleo Diesel / Combustivel,175.5288000000,6,2012,
1494,Gas Natural,2202.9912000000,6,2012,
1495,Carvao,578.4768000000,6,2012,
1496,Eolicas,208.9800000000,6,2012,
1497,Biomassas,46.8648000000,6,2012,
1498,Nuclear,1425.5784000000,6,2012,
1499,Residuos Processos Industriais,216.2808000000,6,2012,
1500,Energia produzida fora do SIN,1203.3330000000,6,2012,
1501,Hidreletricas exclusive Itaipu,28553.6635200000,7,2012,
1502,Itaipu,8438.2248000000,7,2012,
1503,Oleo Diesel / Combustivel,152.7283200000,7,2012,
1504,Gas Natural,1327.5489600000,7,2012,
1505,Carvao,655.7913600000,7,2012,
1506,Eolicas,283.3747200000,7,2012,
1507,Biomassas,71.0966400000,7,2012,
1508,Nuclear,1476.3936000000,7,2012,
1509,Residuos Processos Industriais,235.4983200000,7,2012,
1510,Energia produzida fora do SIN,1003.0000000000,7,2012,
1511,Hidreletricas exclusive Itaipu,30082.0850400000,8,2012,
1512,Itaipu,7469.5442400000,8,2012,
1513,Oleo Diesel / Combustivel,152.2636800000,8,2012,
1514,Gas Natural,1100.1304800000,8,2012,
1515,Carvao,803.8250400000,8,2012,
1516,Eolicas,339.2714400000,8,2012,
1517,Biomassas,71.1561600000,8,2012,
1518,Nuclear,1468.7229600000,8,2012,
1519,Residuos Processos Industriais,240.6616800000,8,2012,
1520,Energia produzida fora do SIN,1082.0000000000,8,2012,
1521,Hidreletricas exclusive Itaipu,27500.7876000000,9,2012,
1522,Itaipu,6961.8684000000,9,2012,
1523,Oleo Diesel / Combustivel,162.8784000000,9,2012,
1524,Gas Natural,3937.3776000000,9,2012,
1525,Carvao,751.8816000000,9,2012,
1526,Eolicas,355.7160000000,9,2012,
1527,Biomassas,101.2608000000,9,2012,
1528,Nuclear,1403.7840000000,9,2012,
1529,Residuos Processos Industriais,234.2160000000,9,2012,
1530,Energia produzida fora do SIN,1050.0000000000,9,2012,
1531,Hidreletricas exclusive Itaipu,28115.6521900000,10,2012,
1532,Itaipu,7138.6056000000,10,2012,
1533,Oleo Diesel / Combustivel,722.4277500000,10,2012,
1534,Gas Natural,4843.5055500000,10,2012,
1535,Carvao,810.5387000000,10,2012,
1536,Eolicas,329.9885900000,10,2012,
1537,Biomassas,116.7327300000,10,2012,
1538,Nuclear,1477.3217600000,10,2012,
1539,Residuos Processos Industriais,266.7890100000,10,2012,
1540,Energia produzida fora do SIN,1131.0000000000,10,2012,
1541,Hidreletricas exclusive Itaipu,24999.0000000000,11,2012,
1542,Itaipu,6739.0000000000,11,2012,
1543,Oleo Diesel / Combustivel,1795.0000000000,11,2012,
1544,Gas Natural,5165.5200000000,11,2012,
1545,Carvao,723.7600000000,11,2012,
1546,Eolicas,297.0000000000,11,2012,
1547,Biomassas,97.1100000000,11,2012,
1548,Nuclear,1429.0000000000,11,2012,
1549,Residuos Processos Industriais,206.3700000000,11,2012,
1550,Energia produzida fora do SIN,1059.0000000000,11,2012,
1551,Hidreletricas exclusive Itaipu,27733.0000000000,12,2012,
1552,Itaipu,7127.0000000000,12,2012,
1553,Oleo Diesel / Combustivel,2541.0000000000,12,2012,
1554,Gas Natural,6163.0000000000,12,2012,
1555,Carvao,676.0000000000,12,2012,
1556,Eolicas,354.6600000000,12,2012,
1557,Biomassas,124.0000000000,12,2012,
1558,Nuclear,1391.0000000000,12,2012,
1559,Residuos Processos Industriais,216.0000000000,12,2012,
1560,Energia produzida fora do SIN,968.0000000000,12,2012,
1561,Hidreletricas exclusive Itaipu,27176.9361600000,1,2013,
1562,Itaipu,7230.3854400000,1,2013,
1563,Oleo Diesel / Combustivel,2062.0000000000,1,2013,
1564,Gas Natural,5411.0000000000,1,2013,
1565,Carvao,1065.0000000000,1,2013,
1566,Eolicas,286.0382400000,1,2013,
1567,Biomassas,53.0000000000,1,2013,
1568,Nuclear,1042.8350400000,1,2013,
1569,Residuos Processos Industriais,200.0000000000,1,2013,
1570,Energia produzida fora do SIN,1006.4410450000,1,2013,
1571,Hidreletricas exclusive Itaipu,26046.1095000000,2,2013,
1572,Itaipu,6976.7823700000,2,2013,
1573,Oleo Diesel / Combustivel,1402.0000000000,2,2013,
1574,Gas Natural,5520.0000000000,2,2013,
1575,Carvao,701.0000000000,2,2013,
1576,Eolicas,270.4921600000,2,2013,
1577,Biomassas,52.0000000000,2,2013,
1578,Nuclear,898.6434400000,2,2013,
1579,Residuos Processos Industriais,192.0000000000,2,2013,
1580,Energia produzida fora do SIN,876.7046300000,2,2013,
1581,Hidreletricas exclusive Itaipu,28377.5066400000,3,2013,
1582,Itaipu,8035.0884000000,3,2013,
1583,Oleo Diesel / Combustivel,1296.0000000000,3,2013,
1584,Gas Natural,5233.0000000000,3,2013,
1585,Carvao,988.0000000000,3,2013,
1586,Eolicas,287.2360800000,3,2013,
1587,Biomassas,73.0000000000,3,2013,
1588,Nuclear,1289.4189600000,3,2013,
1589,Residuos Processos Industriais,220.0000000000,3,2013,
1590,Energia produzida fora do SIN,,3,2013,
1591,Hidreletricas exclusive Itaipu,26482.0000000000,4,2013,
1592,Itaipu,8044.0000000000,4,2013,
1593,Oleo Diesel / Combustivel,1159.0000000000,4,2013,
1594,Gas Natural,4684.0000000000,4,2013,
1595,Carvao,948.0000000000,4,2013,
1596,Eolicas,201.0000000000,4,2013,
1597,Biomassas,107.0000000000,4,2013,
1598,Nuclear,1176.0000000000,4,2013,
1599,Residuos Processos Industriais,205.0000000000,4,2013,
1600,Energia produzida fora do SIN,1017.8963670000,4,2013,
1601,Hidreletricas exclusive Itaipu,25959.0000000000,5,2013,
1602,Itaipu,7410.0000000000,5,2013,
1603,Oleo Diesel / Combustivel,1423.0000000000,5,2013,
1604,Gas Natural,5698.0000000000,5,2013,
1605,Carvao,1111.0000000000,5,2013,
1606,Eolicas,224.0000000000,5,2013,
1607,Biomassas,229.0000000000,5,2013,
1608,Nuclear,546.0000000000,5,2013,
1609,Residuos Processos Industriais,195.0000000000,5,2013,
1610,Energia produzida fora do SIN,1035.8813010000,5,2013,
1611,Hidreletricas exclusive Itaipu,24099.0000000000,6,2013,
1612,Itaipu,7503.0000000000,6,2013,
1613,Oleo Diesel / Combustivel,1209.0000000000,6,2013,
1614,Gas Natural,5029.0000000000,6,2013,
1615,Carvao,1288.0000000000,6,2013,
1616,Eolicas,202.0000000000,6,2013,
1617,Biomassas,187.0000000000,6,2013,
1618,Nuclear,1354.0000000000,6,2013,
1619,Residuos Processos Industriais,181.0000000000,6,2013,
1620,Energia produzida fora do SIN,1052.4015380000,6,2013,
1621,Hidreletricas exclusive Itaipu,26703.0000000000,7,2013,
1622,Itaipu,7743.0000000000,7,2013,
1623,Oleo Diesel / Combustivel,535.0000000000,7,2013,
1624,Gas Natural,4812.0000000000,7,2013,
1625,Carvao,1308.0000000000,7,2013,
1626,Eolicas,287.2700000000,7,2013,
1627,Biomassas,96.0000000000,7,2013,
1628,Nuclear,1306.0000000000,7,2013,
1629,Residuos Processos Industriais,245.0000000000,7,2013,
1630,Energia produzida fora do SIN,1037.3088010000,7,2013,
1631,Hidreletricas exclusive Itaipu,27673.0000000000,8,2013,
1632,Itaipu,7356.0000000000,8,2013,
1633,Oleo Diesel / Combustivel,205.0000000000,8,2013,
1634,Gas Natural,5119.0000000000,8,2013,
1635,Carvao,1315.0000000000,8,2013,
1636,Eolicas,408.5500000000,8,2013,
1637,Biomassas,121.0000000000,8,2013,
1638,Nuclear,1356.0000000000,8,2013,
1639,Residuos Processos Industriais,278.0000000000,8,2013,
1640,Energia produzida fora do SIN,1073.6672840000,8,2013,
1641,Hidreletricas exclusive Itaipu,27640.0000000000,9,2013,
1642,Itaipu,6722.0000000000,9,2013,
1643,Oleo Diesel / Combustivel,626.0000000000,9,2013,
1644,Gas Natural,4570.0000000000,9,2013,
1645,Carvao,1241.0000000000,9,2013,
1646,Eolicas,450.6800000000,9,2013,
1647,Biomassas,112.0000000000,9,2013,
1648,Nuclear,1363.0000000000,9,2013,
1649,Residuos Processos Industriais,261.0000000000,9,2013,
1650,Energia produzida fora do SIN,1068.5875080000,9,2013,
1651,Hidreletricas exclusive Itaipu,28702.0915200000,10,2013,
1652,Itaipu,7503.3888000000,10,2013,
1653,Oleo Diesel / Combustivel,1163.3779200000,10,2013,
1654,Gas Natural,4115.1532800000,10,2013,
1655,Carvao,1272.8277600000,10,2013,
1656,Eolicas,492.6619200000,10,2013,
1657,Biomassas,98.8478400000,10,2013,
1658,Nuclear,1466.6620800000,10,2013,
1659,Residuos Processos Industriais,285.6513600000,10,2013,
1660,Energia produzida fora do SIN,1172.1773570000,10,2013,
1661,Hidreletricas exclusive Itaipu,27473.9760000000,11,2013,
1662,Itaipu,7134.9264000000,11,2013,
1663,Oleo Diesel / Combustivel,1298.8152000000,11,2013,
1664,Gas Natural,4304.5560000000,11,2013,
1665,Carvao,1410.5232000000,11,2013,
1666,Eolicas,504.7056000000,11,2013,
1667,Biomassas,77.3640000000,11,2013,
1668,Nuclear,1433.3112000000,11,2013,
1669,Residuos Processos Industriais,248.9544000000,11,2013,
1670,Energia produzida fora do SIN,1051.7120590000,11,2013,
1671,Hidreletricas exclusive Itaipu,29451.7087200000,12,2013,
1672,Itaipu,7144.4980800000,12,2013,
1673,Oleo Diesel / Combustivel,1040.5137600000,12,2013,
1674,Gas Natural,4271.1998400000,12,2013,
1675,Carvao,1276.5998400000,12,2013,
1676,Eolicas,432.4872000000,12,2013,
1677,Biomassas,42.3484800000,12,2013,
1678,Nuclear,1409.4856800000,12,2013,
1679,Residuos Processos Industriais,279.7216800000,12,2013,
1680,Energia produzida fora do SIN,1063.5984990000,12,2013,
1681,Hidreletricas exclusive Itaipu,32204.0000000000,1,2014,
1682,Itaipu,7231.0000000000,1,2014,
1683,Oleo Diesel / Combustivel,1405.0000000000,1,2014,
1684,Gas Natural,4665.0000000000,1,2014,
1685,Carvao,1259.0000000000,1,2014,
1686,Eolicas,435.0000000000,1,2014,
1687,Biomassas,7.0000000000,1,2014,
1688,Nuclear,1464.0000000000,1,2014,
1689,Residuos Processos Industriais,324.0000000000,1,2014,
1690,Energia produzida fora do SIN,1051.9624070000,1,2014,
1691,Hidreletricas exclusive Itaipu,28757.0000000000,2,2014,
1692,Itaipu,6341.0000000000,2,2014,
1693,Oleo Diesel / Combustivel,1530.0000000000,2,2014,
1694,Gas Natural,5586.0000000000,2,2014,
1695,Carvao,1251.0000000000,2,2014,
